Company,Industry,Revenue,Employees,#job30,#job90,MonthlyCharge,TotalCharge,Churn
comp_8801,IT,54160,13540,6,88,753,8376,1
comp_8802,retail,37960,12653,7,83,400,923,1
comp_8803,consulting,18080,4520,3,57,396,762,1
comp_8804,travel,39980,9995,5,95,335,2946,0
comp_8805,retail,10720,3573,4,79,569,1513,1
comp_8806,service,23000,5750,3,96,924,2129,1
comp_8807,IT,70450,17612,5,81,749,2667,1
comp_8808,retail,72140,36070,9,69,1170,5982,1
comp_8809,service,86120,21530,4,32,888,1797,1
comp_8810,gov,24090,8030,4,80,959,1274,1
comp_8811,travel,78780,26260,5,13,116,156,1
comp_8812,IT,86070,43035,9,65,138,1019,1
comp_8813,finance,38890,12963,9,18,174,626,1
comp_8814,finance,47050,11762,9,41,209,1013,0
comp_8815,energy,8380,2793,5,57,833,834,0
comp_8816,retail,97400,24350,9,98,291,878,1
comp_8817,gov,77700,19425,3,94,635,4644,1
comp_8818,health,56490,18830,3,74,461,772,1
comp_8819,finance,66590,16648,3,18,285,688,1
comp_8820,gov,19400,6467,6,87,898,5864,0
comp_8821,IT,79040,26347,7,35,385,408,1
comp_8822,gov,87950,43975,7,34,759,1559,0
comp_8823,IT,39920,19960,4,43,719,772,1
comp_8824,gov,81000,27000,5,39,293,2641,0
comp_8825,IT,68930,22977,3,23,231,1164,1
comp_8826,retail,35170,17585,8,74,114,510,1
comp_8827,retail,53210,26605,3,50,1154,9905,1
comp_8828,service,90390,30130,8,40,1028,12040,0
comp_8829,finance,62220,31110,3,58,983,2286,1
comp_8830,IT,38000,19000,5,98,1082,1904,1
comp_8831,IT,21750,7250,7,66,699,3354,1
comp_8832,finance,43540,14513,5,43,763,2750,0
comp_8833,health,79590,19898,6,71,848,5861,0
comp_8834,service,39820,19910,6,45,409,1044,0
comp_8835,energy,82190,20548,6,51,403,1276,0
comp_8836,service,81610,40805,9,18,1026,1485,1
comp_8837,gov,17100,8550,8,91,162,827,0
comp_8838,IT,72570,36285,5,24,156,232,1
comp_8839,consulting,53860,26930,5,52,602,2273,1
comp_8840,IT,24660,6165,7,57,499,1165,1
comp_8841,energy,88600,29533,4,64,190,753,1
comp_8842,IT,59820,19940,8,10,163,663,1
comp_8843,finance,49600,16533,8,49,770,1382,0
comp_8844,IT,54960,18320,5,26,337,780,1
comp_8845,IT,1920,640,8,99,559,1704,1
comp_8846,retail,65300,32650,9,73,784,1203,1
comp_8847,gov,15860,7930,7,54,977,4855,0
comp_8848,consulting,62830,15708,6,57,1014,1906,1
comp_8849,retail,72860,36430,3,51,1083,1126,1
comp_8850,gov,49890,16630,4,60,443,601,1
comp_8851,IT,40380,10095,6,23,1114,1228,1
comp_8852,service,3230,1077,5,37,480,658,0
comp_8853,travel,30680,10227,9,69,797,7786,0
comp_8854,gov,76890,38445,3,40,162,467,1
comp_8855,health,29740,14870,4,32,251,513,1
comp_8856,travel,19130,9565,6,50,388,677,0
comp_8857,gov,4990,1248,9,51,770,864,0
comp_8858,health,92970,23242,6,40,808,5388,0
comp_8859,travel,70950,35475,6,29,961,8774,0
comp_8860,service,29290,14645,7,85,894,8563,0
comp_8861,travel,95620,31873,9,26,493,1222,0
comp_8862,service,91170,30390,9,41,109,250,0
comp_8863,finance,70530,23510,5,27,631,850,0
comp_8864,retail,41500,10375,9,87,333,435,1
comp_8865,energy,5950,1983,8,79,401,2175,0
comp_8866,service,56150,28075,3,41,854,4406,1
comp_8867,energy,14530,7265,7,62,1022,2100,0
comp_8868,retail,91810,45905,3,90,200,685,1
comp_8869,travel,30940,15470,6,39,1143,1316,0
comp_8870,energy,20520,5130,4,83,409,1780,1
comp_8871,travel,19030,9515,6,12,712,1486,1
comp_8872,travel,53440,17813,9,23,921,3497,0
comp_8873,gov,49520,16507,6,77,1051,2412,0
comp_8874,travel,13040,3260,8,53,331,1454,0
comp_8875,gov,15690,3922,8,28,1119,3586,0
comp_8876,travel,84010,42005,5,71,382,2005,0
comp_8877,consulting,4100,2050,6,89,461,571,1
comp_8878,service,21090,7030,5,94,816,3672,0
comp_8879,finance,84900,42450,8,95,328,1049,0
comp_8880,travel,29340,7335,8,28,664,2909,0
comp_8881,health,7660,3830,4,92,644,1387,1
comp_8882,finance,30500,7625,4,20,666,3181,1
comp_8883,energy,47660,15887,6,19,179,376,1
comp_8884,retail,92940,46470,5,14,1049,3873,1
comp_8885,travel,64530,21510,5,68,1029,4752,0
comp_8886,health,62320,15580,3,29,273,1720,1
comp_8887,consulting,29220,9740,5,20,301,735,1
comp_8888,service,38900,12967,7,53,1132,2339,0
comp_8889,retail,110,37,9,49,298,589,1
comp_8890,retail,15610,7805,8,36,880,1340,1
comp_8891,gov,76210,19052,9,79,572,2620,0
comp_8892,travel,24030,8010,8,71,1005,3834,0
comp_8893,finance,39360,9840,6,29,1083,1366,0
comp_8894,service,7470,3735,7,82,1128,2209,0
comp_8895,IT,21420,10710,8,71,925,1404,1
comp_8896,gov,86820,21705,6,32,901,5194,0
comp_8897,travel,67060,33530,4,64,501,555,1
comp_8898,consulting,13550,4517,8,97,1139,3210,1
comp_8899,service,75340,18835,5,77,439,1112,0
comp_8900,health,4080,1020,7,72,533,705,0
comp_8901,consulting,83780,20945,8,74,223,517,1
comp_8902,finance,76750,19188,5,89,701,3548,0
comp_8903,retail,11550,2888,8,22,1115,6812,1
comp_8904,consulting,84470,28157,9,44,158,689,1
comp_8905,retail,26390,13195,7,87,1108,3840,1
comp_8906,travel,11850,2962,5,47,867,1083,0
comp_8907,service,91850,30617,7,23,868,6138,0
comp_8908,service,72240,24080,5,41,361,831,0
comp_8909,IT,75220,25073,4,42,550,3773,1
comp_8910,retail,61290,30645,9,83,587,1175,1
comp_8911,travel,46530,15510,5,47,119,142,0
comp_8912,consulting,47200,11800,9,40,371,656,1
comp_8913,energy,24270,8090,3,56,1004,2782,1
comp_8914,IT,48810,16270,4,52,284,709,1
comp_8915,gov,2110,1055,4,71,1061,2584,1
comp_8916,finance,28120,7030,7,13,1116,2810,1
comp_8917,retail,80780,40390,5,37,860,3789,1
comp_8918,finance,56220,14055,6,91,147,309,0
comp_8919,consulting,85690,42845,4,17,490,663,1
comp_8920,finance,31020,10340,8,48,890,1388,0
comp_8921,travel,15960,3990,6,84,801,1647,0
comp_8922,gov,15940,5313,7,13,112,153,1
comp_8923,retail,91010,30337,5,72,1039,3007,1
comp_8924,health,56010,28005,8,58,679,5834,0
comp_8925,travel,86550,43275,4,51,1111,5861,1
comp_8926,service,24800,12400,5,50,253,1476,0
comp_8927,retail,2890,1445,9,91,660,769,1
comp_8928,retail,80440,40220,5,62,246,302,1
comp_8929,energy,43910,21955,6,56,1030,3139,0
comp_8930,retail,48140,12035,5,16,997,7629,1
comp_8931,IT,53160,13290,8,36,672,2409,1
comp_8932,consulting,65320,16330,6,17,273,499,1
comp_8933,gov,48800,12200,4,74,1085,2047,1
comp_8934,energy,29570,14785,9,14,1042,6292,1
comp_8935,consulting,55080,27540,9,62,578,1759,1
comp_8936,service,43540,14513,9,96,1132,2467,0
comp_8937,retail,58380,14595,8,46,540,2629,1
comp_8938,consulting,20710,5178,8,44,1148,1228,1
comp_8939,finance,14760,7380,9,22,301,562,0
comp_8940,consulting,4270,1068,3,84,610,4313,1
comp_8941,service,29580,7395,3,23,821,5890,1
comp_8942,consulting,70860,35430,5,67,1126,2152,1
comp_8943,retail,18380,9190,5,39,159,702,1
comp_8944,service,58120,14530,8,70,388,2643,0
comp_8945,energy,56200,14050,8,60,557,1768,0
comp_8946,finance,46820,23410,8,33,388,1388,0
comp_8947,finance,32270,16135,8,12,118,714,1
comp_8948,service,19330,6443,7,60,476,1411,0
comp_8949,IT,25540,8513,5,91,663,1668,1
comp_8950,gov,2740,1370,3,74,1081,1457,1
comp_8951,IT,56510,28255,8,57,1007,1413,1
comp_8952,finance,29420,7355,3,48,842,1543,1
comp_8953,gov,43270,21635,3,93,961,3271,1
comp_8954,energy,93890,31297,5,45,852,6431,0
comp_8955,finance,43580,14527,9,99,673,2227,0
comp_8956,retail,12490,3122,6,39,515,1919,1
comp_8957,gov,9640,2410,3,18,221,2128,1
comp_8958,retail,44710,14903,3,19,210,566,1
comp_8959,travel,75330,18832,6,77,771,4571,0
comp_8960,energy,34070,11357,9,35,893,2449,0
comp_8961,service,90980,30327,7,92,756,3988,0
comp_8962,health,94010,23502,8,56,813,2058,0
comp_8963,finance,55420,13855,5,81,1031,2250,0
comp_8964,gov,48450,12112,4,99,893,3283,1
comp_8965,service,95900,23975,8,55,686,2382,0
comp_8966,health,34780,11593,9,13,176,2004,1
comp_8967,finance,44090,14697,3,67,294,487,1
comp_8968,retail,45010,15003,8,16,864,1786,1
comp_8969,health,59550,14888,8,62,855,2347,0
comp_8970,IT,10480,2620,5,61,435,1547,1
comp_8971,IT,25470,12735,6,25,786,3309,1
comp_8972,IT,21280,7093,3,87,671,2030,1
comp_8973,energy,34630,11543,5,12,324,2051,1
comp_8974,consulting,61050,30525,7,18,699,808,1
comp_8975,IT,99940,33313,7,40,274,447,1
comp_8976,finance,75880,18970,9,70,404,1070,0
comp_8977,service,86620,28873,6,52,698,1309,0
comp_8978,finance,56350,18783,3,66,707,5015,1
comp_8979,gov,38770,9692,3,35,190,988,1
comp_8980,gov,62550,15638,7,28,948,4461,0
comp_8981,health,93150,46575,5,90,1143,2253,0
comp_8982,travel,65510,21837,5,39,816,4472,0
comp_8983,energy,97700,24425,4,43,879,2278,1
comp_8984,energy,48870,16290,3,31,769,812,1
comp_8985,health,33270,8318,9,54,665,858,0
comp_8986,retail,23720,5930,7,23,241,253,1
comp_8987,health,92020,23005,5,55,604,5677,0
comp_8988,health,97240,24310,5,28,525,3777,0
comp_8989,health,50560,16853,4,27,923,3039,1
comp_8990,IT,58850,19617,5,17,355,1313,1
comp_8991,service,23820,5955,6,25,1199,8331,0
comp_8992,gov,28020,7005,3,46,354,514,1
comp_8993,health,75550,25183,6,27,287,325,0
comp_8994,service,97680,32560,6,15,464,1425,1
comp_8995,retail,18150,6050,3,97,932,960,1
comp_8996,energy,31090,7772,4,32,503,1176,1
comp_8997,IT,25560,12780,8,42,1072,7859,1
comp_8998,energy,54790,27395,3,90,567,2008,1
comp_8999,finance,70,35,7,79,1142,1695,0
comp_9000,consulting,17830,8915,8,44,422,662,1
comp_9001,energy,88200,29400,9,51,1148,7201,0
comp_9002,finance,94910,31637,7,11,992,1105,1
comp_9003,IT,79630,39815,6,24,792,3483,1
comp_9004,IT,78460,39230,7,56,429,1199,1
comp_9005,energy,50140,25070,7,18,412,557,1
comp_9006,travel,53640,13410,5,47,410,2184,0
comp_9007,finance,42330,14110,3,47,753,2027,1
comp_9008,IT,93600,31200,7,66,741,776,1
comp_9009,consulting,34690,11563,4,46,982,1749,1
comp_9010,finance,41150,13717,9,48,457,3877,0
comp_9011,finance,600,150,7,70,1170,3297,0
comp_9012,energy,94430,31477,9,48,722,1568,0
comp_9013,retail,18060,4515,3,76,776,3608,1
comp_9014,gov,63150,21050,6,78,500,1968,0
comp_9015,consulting,53590,17863,5,41,1119,9362,1
comp_9016,energy,28740,14370,7,21,632,1258,0
comp_9017,consulting,45600,11400,7,71,571,670,1
comp_9018,retail,37870,18935,3,48,624,4593,1
comp_9019,retail,51860,12965,6,98,396,2770,1
comp_9020,retail,40750,13583,8,11,420,514,1
comp_9021,health,33840,11280,9,64,455,3688,0
comp_9022,travel,4810,1603,3,20,1126,8025,1
comp_9023,service,90920,22730,7,40,387,2134,0
comp_9024,energy,70600,17650,6,49,126,466,0
comp_9025,finance,20210,6737,9,38,484,934,0
comp_9026,energy,51440,12860,9,62,1047,2612,0
comp_9027,travel,62340,20780,4,48,457,2314,1
comp_9028,consulting,47310,23655,3,68,149,333,1
comp_9029,consulting,81200,20300,3,56,927,2655,1
comp_9030,service,54130,13532,4,21,632,916,1
comp_9031,consulting,44700,11175,4,99,258,340,1
comp_9032,retail,91360,30453,7,82,715,2154,1
comp_9033,health,93250,46625,6,88,269,428,0
comp_9034,consulting,83080,27693,5,68,836,5859,1
comp_9035,health,14420,4807,7,97,1107,3920,0
comp_9036,finance,94930,31643,6,24,851,5910,0
comp_9037,health,53160,13290,4,23,314,561,1
comp_9038,service,45840,22920,9,33,228,240,0
comp_9039,finance,39110,13037,3,45,1110,6948,1
comp_9040,retail,11360,3787,8,84,451,1079,1
comp_9041,service,30690,7672,5,43,731,6963,0
comp_9042,finance,15630,5210,7,94,584,5077,0
comp_9043,IT,94200,23550,9,98,422,1922,1
comp_9044,consulting,19970,6657,6,61,604,853,1
comp_9045,finance,30200,10067,9,88,1177,1676,0
comp_9046,consulting,49740,24870,7,66,871,5546,1
comp_9047,consulting,74520,24840,7,95,807,2121,1
comp_9048,service,74680,37340,4,55,349,406,1
comp_9049,finance,99360,33120,5,65,670,1115,0
comp_9050,health,27700,6925,7,38,947,1143,0
comp_9051,health,59570,19857,9,73,651,3253,0
comp_9052,consulting,34680,8670,7,25,398,3028,1
comp_9053,gov,70230,23410,7,79,466,2605,0
comp_9054,retail,11090,2772,3,32,1154,8187,1
comp_9055,health,34530,11510,7,87,242,258,0
comp_9056,energy,14710,4903,9,87,697,3372,0
comp_9057,retail,76570,19142,8,70,1057,1190,1
comp_9058,gov,96490,32163,5,69,973,2337,0
comp_9059,health,42650,10662,5,98,834,2700,0
comp_9060,energy,93470,23368,6,34,1171,12270,0
comp_9061,travel,57290,14322,3,60,197,388,1
comp_9062,finance,20420,6807,3,75,799,823,1
comp_9063,finance,70560,35280,6,23,923,7353,0
comp_9064,consulting,17100,5700,6,42,473,2546,1
comp_9065,travel,63950,21317,5,32,372,728,0
comp_9066,health,68630,22877,6,51,581,631,0
comp_9067,travel,60400,15100,9,19,982,2290,1
comp_9068,IT,43700,10925,5,85,681,5438,1
comp_9069,consulting,35700,8925,7,13,943,7798,1
comp_9070,gov,91400,22850,5,95,1000,5354,0
comp_9071,travel,88900,29633,8,20,492,1551,0
comp_9072,IT,85970,42985,4,98,122,141,1
comp_9073,consulting,75900,37950,3,38,417,1862,1
comp_9074,finance,47900,15967,9,62,599,1828,0
comp_9075,retail,35450,11817,6,36,732,4568,1
comp_9076,retail,80410,40205,9,50,758,2222,1
comp_9077,gov,3350,1117,5,86,672,2304,0
comp_9078,IT,26770,8923,9,59,459,1446,1
comp_9079,health,3470,1735,8,43,959,1479,0
comp_9080,gov,22000,5500,5,21,524,1919,0
comp_9081,health,98300,32767,9,91,420,674,0
comp_9082,service,10700,2675,8,97,380,1297,0
comp_9083,service,83710,27903,3,57,637,1591,1
comp_9084,consulting,56770,28385,6,49,167,176,1
comp_9085,gov,31540,15770,4,42,207,1568,1
comp_9086,finance,82360,41180,3,11,302,1311,1
comp_9087,service,63280,15820,8,40,889,5576,0
comp_9088,gov,73980,24660,5,77,344,491,0
comp_9089,service,10720,5360,8,96,129,159,0
comp_9090,travel,58810,19603,7,21,251,484,0
comp_9091,health,70010,35005,6,80,161,824,0
comp_9092,IT,90750,30250,4,48,719,1996,1
comp_9093,gov,31200,10400,7,82,157,673,0
comp_9094,consulting,68210,17052,7,64,692,1039,1
comp_9095,travel,87870,21968,4,25,417,683,1
comp_9096,consulting,64460,16115,3,78,181,941,1
comp_9097,finance,49760,24880,5,64,1159,5928,0
comp_9098,finance,99660,24915,3,81,920,8528,1
comp_9099,finance,95100,47550,8,43,182,417,0
comp_9100,retail,20960,6987,7,76,459,4163,1
comp_9101,finance,52970,26485,7,56,385,3086,0
comp_9102,finance,28180,14090,3,94,280,816,1
comp_9103,service,37260,9315,9,83,508,2088,0
comp_9104,gov,18440,6147,6,41,185,334,0
comp_9105,energy,69120,17280,9,46,660,795,0
comp_9106,travel,44450,11112,7,88,458,1030,0
comp_9107,consulting,33190,8298,6,26,937,3222,1
comp_9108,consulting,43440,10860,6,73,661,1276,1
comp_9109,energy,78360,39180,7,29,288,433,0
comp_9110,retail,68810,34405,9,85,737,748,1
comp_9111,travel,12340,4113,7,50,1153,4166,0
comp_9112,health,12380,4127,6,39,1037,6766,0
comp_9113,service,81850,27283,7,87,680,1775,0
comp_9114,consulting,79610,26537,5,62,507,2770,1
comp_9115,consulting,24710,6178,4,33,832,2497,1
comp_9116,finance,52150,26075,8,29,266,2844,0
comp_9117,energy,68140,22713,5,40,129,1366,0
comp_9118,consulting,95770,47885,9,98,386,606,1
comp_9119,finance,54060,18020,4,76,1098,4029,1
comp_9120,service,40180,20090,6,38,785,1698,0
comp_9121,health,19660,4915,4,83,541,608,1
comp_9122,energy,43870,10968,4,44,879,1595,1
comp_9123,service,71590,17898,7,50,687,3365,0
comp_9124,retail,89370,29790,4,91,605,1839,1
comp_9125,retail,90160,45080,9,88,830,4051,1
comp_9126,service,15980,7990,5,13,1096,6261,1
comp_9127,finance,10490,3497,6,40,808,1205,0
comp_9128,service,36950,12317,6,75,1188,2010,0
comp_9129,consulting,74040,37020,4,27,933,8460,1
comp_9130,energy,45820,22910,4,82,1093,1193,1
comp_9131,finance,9740,2435,6,97,485,1246,0
comp_9132,travel,98500,24625,3,13,1052,8423,1
comp_9133,retail,40480,20240,5,46,134,206,1
comp_9134,service,60150,20050,6,66,902,1331,0
comp_9135,travel,97630,32543,5,30,725,1968,0
comp_9136,IT,59390,29695,4,87,206,1000,1
comp_9137,consulting,76150,25383,7,92,274,1072,1
comp_9138,health,81970,40985,8,37,641,1014,0
comp_9139,health,70440,35220,5,90,852,4813,0
comp_9140,finance,9080,4540,5,36,1167,4776,0
comp_9141,service,69100,17275,8,21,684,3382,0
comp_9142,retail,24380,6095,7,21,148,603,1
comp_9143,service,86090,43045,8,89,440,1228,0
comp_9144,gov,65160,21720,6,67,642,1013,0
comp_9145,retail,84730,21182,9,76,726,4758,1
comp_9146,energy,79670,19918,5,79,179,179,0
comp_9147,health,53460,13365,9,35,1129,2279,0
comp_9148,service,48370,24185,3,80,149,756,1
comp_9149,health,87580,21895,6,88,564,1821,0
comp_9150,finance,46310,23155,9,45,331,2058,0
comp_9151,energy,86320,21580,8,92,155,1095,0
comp_9152,energy,12170,6085,6,54,441,2938,0
comp_9153,consulting,1550,775,7,86,542,2686,1
comp_9154,consulting,95190,23798,6,90,405,1186,1
comp_9155,service,67660,22553,7,22,405,2198,0
comp_9156,health,62700,20900,8,10,204,1614,1
comp_9157,IT,12670,6335,5,83,473,1004,1
comp_9158,health,98080,32693,7,39,446,2548,0
comp_9159,travel,25260,6315,6,39,989,3798,0
comp_9160,retail,2540,635,4,11,713,1251,1
comp_9161,gov,63320,21107,5,49,845,1108,0
comp_9162,travel,60930,20310,7,43,491,633,0
comp_9163,consulting,7440,2480,7,89,660,2578,1
comp_9164,travel,22080,5520,7,67,617,2845,0
comp_9165,finance,94900,47450,9,61,880,2737,0
comp_9166,finance,56950,14238,7,78,938,1455,0
comp_9167,finance,40230,13410,9,97,283,333,0
comp_9168,retail,79700,19925,8,36,155,950,1
comp_9169,health,39650,13217,7,87,815,1906,0
comp_9170,finance,38280,12760,9,85,657,3864,0
comp_9171,gov,95440,23860,7,52,1031,8822,0
comp_9172,retail,10420,3473,8,42,1026,2179,1
comp_9173,travel,65040,32520,4,29,807,4168,1
comp_9174,finance,46390,11598,6,39,667,1815,0
comp_9175,health,63380,21127,6,47,591,3035,0
comp_9176,retail,91130,22782,9,33,1104,5836,1
comp_9177,IT,14380,3595,5,21,531,3371,1
comp_9178,retail,58650,29325,3,15,642,3986,1
comp_9179,consulting,79480,19870,5,43,986,1586,1
comp_9180,consulting,41880,13960,6,95,154,751,1
comp_9181,finance,88960,29653,3,95,618,1729,1
comp_9182,energy,51220,12805,6,11,900,3430,1
comp_9183,retail,23370,5842,5,63,1103,5290,1
comp_9184,energy,86210,28737,3,89,868,4493,1
comp_9185,service,62040,31020,9,61,610,891,0
comp_9186,IT,88340,29447,6,23,235,1537,1
comp_9187,finance,24170,6042,7,16,1120,6341,1
comp_9188,gov,62580,15645,8,39,239,1700,0
comp_9189,health,31370,10457,6,73,820,4091,0
comp_9190,travel,26930,6732,6,89,249,251,0
comp_9191,consulting,39390,19695,9,23,164,1075,1
comp_9192,retail,50180,25090,7,76,1173,3209,1
comp_9193,finance,82120,41060,7,26,216,315,0
comp_9194,service,25400,8467,5,16,984,5903,1
comp_9195,energy,91640,30547,8,96,494,1705,0
comp_9196,finance,57800,28900,4,49,446,652,1
comp_9197,health,44720,22360,9,40,370,1389,0
comp_9198,retail,48390,12098,8,30,784,8605,1
comp_9199,energy,69090,23030,9,77,140,218,0
comp_9200,health,38370,19185,4,35,1179,8362,1
comp_9201,travel,65150,16288,7,90,888,893,0
comp_9202,health,99160,24790,5,37,829,2446,0
comp_9203,energy,38640,9660,8,93,219,1380,0
comp_9204,finance,67240,22413,6,89,595,4109,0
comp_9205,service,92320,30773,3,17,227,460,1
comp_9206,service,40380,13460,9,92,769,5473,0
comp_9207,health,71810,17952,5,90,648,6214,0
comp_9208,retail,35640,8910,6,85,1152,3868,1
comp_9209,gov,25290,12645,8,90,486,1691,0
comp_9210,gov,30680,10227,8,78,298,1880,0
comp_9211,gov,33710,11237,6,75,355,435,0
comp_9212,service,77960,19490,5,31,681,851,0
comp_9213,service,24330,12165,8,86,734,1015,0
comp_9214,gov,98430,32810,9,49,139,538,0
comp_9215,consulting,56440,28220,6,92,834,1674,1
comp_9216,travel,770,385,9,59,153,224,0
comp_9217,energy,10460,2615,7,84,1174,5042,0
comp_9218,health,18300,4575,9,45,485,1017,0
comp_9219,health,12660,6330,8,53,176,1622,0
comp_9220,service,3490,1745,9,78,648,801,0
comp_9221,health,21740,7247,8,99,937,4205,0
comp_9222,service,21710,7237,6,80,501,3129,0
comp_9223,consulting,59590,29795,5,34,810,1499,1
comp_9224,health,89630,44815,5,92,550,3193,0
comp_9225,finance,18580,6193,8,59,124,509,0
comp_9226,service,81990,20498,8,31,230,2242,0
comp_9227,energy,44550,11138,4,61,911,1367,1
comp_9228,energy,35050,17525,9,44,582,1277,0
comp_9229,health,54410,18137,4,79,1035,1591,1
comp_9230,retail,11380,2845,5,53,578,1395,1
comp_9231,travel,99230,24808,4,26,982,1576,1
comp_9232,service,2850,712,3,75,1185,3137,1
comp_9233,energy,76370,38185,3,23,964,1370,1
comp_9234,finance,69070,17268,6,16,945,2469,1
comp_9235,retail,5010,1670,8,64,666,1533,1
comp_9236,travel,89530,29843,7,81,313,813,0
comp_9237,consulting,69590,23197,9,94,919,6417,1
comp_9238,health,6130,1532,5,30,181,922,0
comp_9239,travel,29290,14645,7,55,214,544,0
comp_9240,finance,24080,8027,6,20,427,433,0
comp_9241,travel,41150,10288,8,37,612,1417,0
comp_9242,service,22160,5540,4,70,592,1701,1
comp_9243,service,17270,5757,6,32,658,837,0
comp_9244,finance,4980,1660,8,78,268,1168,0
comp_9245,consulting,84070,21018,8,59,830,4759,1
comp_9246,health,85590,28530,8,20,1113,1744,0
comp_9247,travel,96570,24142,3,48,138,217,1
comp_9248,energy,78800,26267,3,47,156,978,1
comp_9249,energy,49430,16477,3,50,1011,1529,1
comp_9250,health,53910,17970,3,78,1070,6239,1
comp_9251,consulting,31520,15760,4,80,726,6062,1
comp_9252,service,59880,19960,3,11,917,1022,1
comp_9253,retail,84320,28107,8,46,963,2212,1
comp_9254,consulting,22510,11255,4,69,236,1341,1
comp_9255,energy,94120,47060,6,46,989,1206,0
comp_9256,travel,41260,10315,9,57,852,1528,0
comp_9257,consulting,57780,14445,7,53,968,7458,1
comp_9258,IT,15580,5193,4,58,181,348,1
comp_9259,travel,99720,49860,8,97,352,1275,0
comp_9260,finance,41020,20510,7,26,853,5989,0
comp_9261,travel,95670,47835,6,49,683,1972,0
comp_9262,IT,62240,15560,4,18,1157,11215,1
comp_9263,energy,47270,23635,6,89,363,396,0
comp_9264,consulting,53760,13440,9,73,1136,1838,1
comp_9265,IT,7260,1815,7,80,321,695,1
comp_9266,health,13380,4460,3,34,386,1300,1
comp_9267,health,18770,9385,8,11,442,512,1
comp_9268,retail,90560,30187,8,47,180,1465,1
comp_9269,service,31530,10510,8,10,576,2022,1
comp_9270,gov,87870,21968,4,71,474,997,1
comp_9271,IT,22320,5580,4,79,741,3598,1
comp_9272,travel,14360,7180,9,95,1014,2008,0
comp_9273,finance,27430,13715,7,98,918,6483,0
comp_9274,finance,85440,42720,8,59,1151,1757,0
comp_9275,service,14460,7230,6,65,907,1706,0
comp_9276,IT,19180,9590,9,87,818,904,1
comp_9277,health,710,355,8,33,513,1126,0
comp_9278,energy,11010,3670,7,21,327,1628,0
comp_9279,finance,78450,19612,7,34,348,2121,0
comp_9280,gov,25370,12685,8,43,752,3111,0
comp_9281,energy,94670,47335,8,57,427,3200,0
comp_9282,travel,90440,45220,9,57,227,407,0
comp_9283,service,33340,16670,5,76,303,712,0
comp_9284,energy,59940,19980,9,60,648,5128,0
comp_9285,gov,56500,14125,9,13,430,1703,1
comp_9286,gov,59950,19983,6,94,879,2783,0
comp_9287,service,4490,1122,8,19,293,350,1
comp_9288,energy,26640,6660,5,91,1174,3693,0
comp_9289,finance,28790,7198,3,31,1100,11921,1
comp_9290,energy,23850,11925,9,63,338,2576,0
comp_9291,energy,50100,16700,5,15,374,946,1
comp_9292,energy,37390,18695,8,88,527,1172,0
comp_9293,finance,35320,8830,7,65,504,2220,0
comp_9294,finance,14850,3712,8,47,203,377,0
comp_9295,gov,4900,1633,7,43,284,978,0
comp_9296,energy,92240,46120,9,90,855,1018,0
comp_9297,retail,25920,12960,7,41,364,403,1
comp_9298,retail,64910,16228,5,54,954,4312,1
comp_9299,consulting,32740,8185,9,94,729,2997,1
comp_9300,consulting,55700,27850,3,71,187,540,1
comp_9301,energy,70370,35185,3,26,637,2378,1
comp_9302,IT,80240,26747,3,65,671,2312,1
comp_9303,consulting,58500,29250,3,74,872,5575,1
comp_9304,IT,20920,6973,5,23,912,3177,1
comp_9305,health,63850,15962,3,78,1096,5971,1
comp_9306,travel,85500,21375,3,88,744,831,1
comp_9307,health,18440,6147,5,21,328,653,0
comp_9308,travel,99540,49770,8,20,598,2767,0
comp_9309,travel,42420,10605,4,56,137,191,1
comp_9310,gov,69050,17262,7,93,1196,4338,0
comp_9311,finance,7300,2433,5,24,927,3697,0
comp_9312,finance,65930,32965,4,14,318,445,1
comp_9313,service,92100,30700,6,55,301,1238,0
comp_9314,travel,60070,15018,7,79,353,563,0
comp_9315,retail,93190,31063,6,23,985,3712,1
comp_9316,service,50280,12570,4,31,233,346,1
comp_9317,consulting,96980,48490,4,83,209,647,1
comp_9318,gov,4140,2070,6,63,968,3253,0
comp_9319,finance,86720,21680,6,16,728,3899,1
comp_9320,energy,56580,28290,4,82,336,464,1
comp_9321,travel,86690,28897,7,64,722,2210,0
comp_9322,gov,81110,27037,9,47,700,2020,0
comp_9323,IT,75820,25273,4,66,308,1308,1
comp_9324,service,50300,25150,9,89,1135,3698,0
comp_9325,retail,10550,5275,8,12,894,2110,1
comp_9326,service,15930,5310,4,26,739,4114,1
comp_9327,retail,5550,2775,6,20,420,1553,1
comp_9328,retail,49830,12458,4,95,821,992,1
comp_9329,IT,88100,22025,7,21,1102,11774,1
comp_9330,service,71400,23800,9,32,126,293,0
comp_9331,travel,87030,43515,4,65,1083,1229,1
comp_9332,IT,95740,23935,4,97,337,2465,1
comp_9333,service,26480,8827,9,22,876,3009,0
comp_9334,service,43160,21580,8,23,893,6597,0
comp_9335,gov,68350,17088,3,11,563,2415,1
comp_9336,consulting,53020,13255,7,66,320,1860,1
comp_9337,finance,76350,25450,9,94,917,1942,0
comp_9338,consulting,55890,27945,8,81,1030,2256,1
comp_9339,energy,21990,10995,9,94,416,899,0
comp_9340,travel,49730,24865,6,29,964,3260,0
comp_9341,finance,12060,6030,6,88,1096,3531,0
comp_9342,IT,96190,24048,8,61,209,1706,1
